"PERSON";"REG_ADDR_KOATUU";"OPER_CODE";"OPER_NAME";"D_REG";"DEP_CODE";"DEP";"BRAND";"MODEL";"VIN";"MAKE_YEAR";"COLOR";"KIND";"BODY";"PURPOSE";"FUEL";"CAPACITY";"OWN_WEIGHT";"TOTAL_WEIGHT";"N_REG_NEW"
"P";"4410100000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";28.10.2022;12230;"ТСЦ 0542";"MITSUBISHI";"SPACE STAR";"XMCLRDG5A4F020712";2004;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН";1834;1350;1675;"АВ9985ІО"
"P";"1425584301";"340";"ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ АНКЕТНИХ ДАНИХ ВЛАСНИКА(БЕЗ ЗМІНИ РЕГІОНУ РЕЄСТРАЦІЇ)";29.09.2022;12229;"ТСЦ 0541";"VOLKSWAGEN";"CADDY";"WV1ZZZ2KZ7X046029";2006;"ЧЕРВОНИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1896;1450;2075;"АН5334ІС"
"J";"5310137000";"540";"ЗНЯТТЯ З ОБЛІКУ У ЗВ`ЯЗКУ З ВИБРАКОВКОЮ";12.08.2022;12330;"ТСЦ 5341";"ЗАЗ-DAEWOO";"T13110";"Y6DT1311040188292";2004;"БЕЖЕВИЙ";"ЛЕГКОВИЙ";"ОПЕРАТИВНИЙ-B";"СПЕЦІАЛІЗОВАНИЙ";"БЕНЗИН";1299;1010;1400;""
"P";"2624881301";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";06.01.2022;12277;"ТСЦ 2642";"OPEL";"VECTRA";"W0L0ZCF6941006273";2003;"БЕЖЕВИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";2200;1450;1960;"АТ7161НЕ"
"P";"7321510100";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";24.08.2022;12389;"ТСЦ 7342";"RENAULT";"MEGANE SCENIC";"VF1JAB30E27565628";2002;"ЗЕЛЕНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН";1998;1400;1900;"СЕ3507ЕІ"
"P";"1210138100";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";04.07.2022;12240;"ТСЦ 1241";"KIA";"MAGENTIS";"Y6LGE22739L200881";2009;"СІРИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1997;1545;2000;"АЕ3233ІТ"
"P";"5322885301";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";16.02.2022;12333;"ТСЦ 5344";"CHEVROLET";"AVEO";"Y6DSF69YE8B088801";2007;"ЧЕРВОНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1498;1190;1535;"ВІ9511НЕ"
"P";"6510100000";"440";"ПЕРЕРЕЄСТРАЦIЯ ПРИ ВТРАТІ СВIДОЦТВА ПРО РЕЄСТРАЦIЮ";03.12.2022;12319;"ТСЦ 4845";"ВАЗ";"217130";"XTA217130C0082221";2012;"ЧЕРВОНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН";1596;1100;1593;"ВТ9676СО"
"P";"5323655100";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";01.12.2022;12332;"ТСЦ 5343";"NISSAN";"INTERSTAR";"VNVF3B1H6UB026214";2009;"БІЛИЙ";"ВАНТАЖНИЙ";"ФУРГОН";"СПЕЦІАЛІЗОВАНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2464;1887;3300;"ВІ4323НР"
"P";"5310400000";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";28.12.2022;12331;"ТСЦ 5342";"NISSAN";"INTERSTAR";"VNVF3B1H6UB026214";2009;"БІЛИЙ";"ВАНТАЖНИЙ";"ФУРГОН";"СПЕЦІАЛІЗОВАНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2464;1887;3300;"ВІ8808ВС"
"P";"1824086201";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";30.09.2022;12257;"ТСЦ 1844";"FIAT";"FIORINO";"ZFA22500000018041";2008;"БІЛИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1248;1090;1700;"АМ2486НІ"
"J";"6510100000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";28.01.2022;12365;"ТСЦ  6541";"TOYOTA";"PRADO";"JTEBU25J175102006";2007;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";3956;2000;2570;"ВТ6128СХ"
"P";"8038600000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";02.11.2022;12290;"ТСЦ 8041";"NISSAN";"NOTE";"SJNFCAE11U1314759";2008;"СІРИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";1598;1200;1580;"КА1081ІВ"
"P";"6810100000";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";08.02.2022;12371;"ТСЦ 6841";"VOLKSWAGEN";"LT 46";"WV1ZZZ2DZ6H038379";2004;"ЖОВТИЙ";"ВАНТАЖНИЙ";"ФУРГОН";"СПЕЦІАЛІЗОВАНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2799;2600;3500;"ВХ5841НЕ"
"P";"7310100000";"430";"ПЕРЕРЕЄСТРАЦІЯ ПРИ ЗАМІНІ СВІДОЦТВА ПРО РЕЄСТРАЦІЮ";20.07.2022;12388;"ТСЦ 7341";"MERCEDES-BENZ";"SPRINTER 313 CDI";"WDB9066371S260699";2008;"ЧЕРВОНИЙ";"ВАНТАЖНИЙ";"ФУРГОН";"СПЕЦІАЛІЗОВАНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2148;2231;3500;"СЕ9511ВА"
"P";"2624482501";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";29.12.2022;12277;"ТСЦ 2642";"RENAULT";"KANGOO";"VF1FC08BF33640448";2005;"ЧЕРВОНИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1461;1064;1885;"АТ0918НО"
"P";"7322589001";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";15.09.2022;12389;"ТСЦ 7342";"FIAT";"DOBLO";"ZFA26300009087974";2011;"БІЛИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1248;1433;2330;"СЕ7189ЕЕ"
"P";"4623681601";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";30.09.2022;12307;"ТСЦ  4641";"TOYOTA";"YARIS";"VNKKJ0D3X0A095520";2012;"СІРИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";1329;1075;1450;"ВС6193РЕ"
"P";"8036300000";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";26.01.2022;12282;"ТСЦ 3243";"VOLKSWAGEN";"CRAFTER";"WV1ZZZ2FZ97003493";2008;"БЕЖЕВИЙ";"ВАНТАЖНИЙ";"ФУРГОН РЕФРИЖЕРАТОР";"СПЕЦІАЛІЗОВАНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2461;3310;5000;"АІ2910ОМ"
"P";"8036300000";"540";"ЗНЯТТЯ З ОБЛІКУ У ЗВ`ЯЗКУ З ВИБРАКОВКОЮ";29.07.2022;12295;"ТСЦ 8046";"ГАЗ";"2705";"Y7D270500W1005738";1998;"ЧЕРВОНИЙ";"ВАНТАЖНИЙ";"ФУРГОН";"СПЕЦІАЛІЗОВАНИЙ";"БЕНЗИН";2445;2000;3500;""
"P";"5121056800";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";27.09.2022;12322;"ТСЦ 5142";"AUDI";"A5";"WAUZZZ8T79A046798";2009;"ЧОРНИЙ";"ЛЕГКОВИЙ";"КУПЕ";"ЗАГАЛЬНИЙ";"БЕНЗИН";1984;1535;1960;"ВН4606РТ"
"P";"6320210100";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";14.10.2022;12355;"ТСЦ 6341";"MERCEDES-BENZ";"E 220 CDI";"WDB2112081B017615";2006;"СІРИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2149;1810;2360;"АХ5730МА"
"P";"3510300000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";02.08.2022;12299;"ТСЦ 3542";"SKODA";"FELICIA";"TMBEEA613W0900097";1998;"ЧЕРВОНИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1289;1089;1550;"ВА9043ЕТ"
"P";"2625883801";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";13.12.2022;12276;"ТСЦ 2641";"ВАЗ";"21099";"XTA210993R1417153";1994;"ЧЕРВОНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";1499;970;1395;"АТ0996НО"
"J";"7110136700";"400";"ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI ДЛЯ РОБОТИ НА ГАЗОВОМУ ПАЛЬНОМУ";25.10.2022;12377;"ТСЦ 7141";"FIAT";"DOBLO";"ZFA22300005733075";2012;"БЕЖЕВИЙ";"ЛЕГКОВИЙ";"ВАНТАЖОПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1368;1280;1920;"СА4950ВН"
"P";"2624087401";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";10.02.2022;12278;"ТСЦ 2643";"RENAULT";"KANGOO";"VF1FC07BF27459997";2002;"БІЛИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1461;1155;1875;"АТ6461НЕ"
"P";"4810300000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";19.02.2022;12315;"ТСЦ 4841";"PEUGEOT";"308";"VF34C5FS0BS050038";2011;"ЧОРНИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1598;1337;1800;"ВЕ6997ЕО"
"P";"7110100000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";23.11.2022;12377;"ТСЦ 7141";"OPEL";"OMEGA";"W0L000022T1016195";1996;"ЗЕЛЕНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1998;1685;2180;"СА3760ІТ"
"P";"5621284801";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";11.01.2022;12337;"ТСЦ 5641";"CITROEN";"BERLINGO";"VF7GBWJYB94154426";2005;"БІЛИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1868;1138;1755;"ВК8950НР"
"P";"2620484801";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";01.07.2022;12277;"ТСЦ 2642";"TOYOTA";"LAND CRUISER PRADO";"JTEBH3FJ205043000";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2982;2170;2990;"АТ0802НЕ"
"P";"6810100000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";12.02.2022;12371;"ТСЦ 6841";"BMW";"325IX";"WBACB31000FD85970";1994;"ЗЕЛЕНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";2500;1320;1790;"ВХ8589НА"
"P";"4610136900";"410";"ПЕРЕРЕЄСТРАЦІЯ ПРИ ЗАМІНІ НОМЕРНОГО ЗНАКУ";08.02.2022;12310;"ТСЦ 4644";"AUDI";"A6 QUATTRO";"WAUZZZ4F79Z010983";2009;"ЗЕЛЕНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";2995;1758;2305;"ВС8094ОН"
"P";"8038900000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";23.07.2022;12296;"ТСЦ 8047";"SKODA";"FABIA";"TMBEC45J4DB500078";2012;"БІЛИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";1390;1075;1575;"КА2186НЕ"
"P";"4610137500";"440";"ПЕРЕРЕЄСТРАЦIЯ ПРИ ВТРАТІ СВIДОЦТВА ПРО РЕЄСТРАЦIЮ";26.07.2022;12307;"ТСЦ  4641";"HYUNDAI";"I30";"TMAD251AADJ058177";2012;"КОРИЧНЕВИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";1396;1480;1775;"ВС4434СТ"
"P";"6310138800";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";05.02.2022;13653;"ТСЦ 6350";"SKODA";"SUPERB";"TMBAB43TXDB300019";2012;"СІРИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";1798;1477;2040;"АХ8799МС"
"P";"4610136300";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";21.07.2022;12307;"ТСЦ  4641";"RENAULT";"KANGOO";"VF1FC07AF28123433";2003;"БІЛИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1461;1055;1750;"ВС0138ОМ"
"P";"6523255100";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";08.09.2022;12268;"ТСЦ 2342";"ВАЗ";"2108";"XTA210800T1800444";1996;"КОРИЧНЕВИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";1289;945;1370;"АР4495ІХ"
"P";"1822084103";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";21.01.2022;12254;"ТСЦ 1841";"SCHMITZ";"S 01";"WSM00000003007072";2005;"СІРИЙ";"НАПІВПРИЧІП";"Н/ПР-ПЛАТФОРМА";"СПЕЦІАЛІЗОВАНИЙ";"";;6990;39000;"АМ3244ХР"
"P";"1411245300";"402";"ПЕРЕРЕЄСТРАЦІЯ ТЗ ПРИ ПЕРЕОБЛI.(ЗАМІНА ТИПУ, ПОТУЖ. ДВИГ.)ЗА ПОГОДЖЕННЯМ";27.04.2022;13648;"ТСЦ 1249";"РУТА";"А0483";"Y89A0483060A36245";2006;"БІЛИЙ";"АВТОБУС";"АВТОБУС";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2496;2480;4150;"АН3677КН"
"P";"4411200000";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";16.02.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"RENAULT";"SANDERO";"X7LBSRBYNCH560145";2012;"ЧЕРВОНИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";1598;1050;1470;"ВВ6072СН"
"P";"7122255100";"252";"ВИДАЧА ТИМЧАС. РЕЄСТР. ТАЛОНУ НА ПРАВО КЕРУВАННЯ ЗА ЗАЯВОЮ ВЛАСНИКА";29.11.2022;12379;"ТСЦ 7143";"MERCEDES-BENZ";"SPRINTER 311 CDI";"WDB9036632R149242";2000;"БІЛИЙ";"АВТОБУС";"АВТОБУС";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2148;2145;3500;"КА1433ЕК"
"P";"3524084301";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";25.06.2022;12298;"ТСЦ 3541";"VOLKSWAGEN";"GOLF VARIANT";"WVWZZZ1KZCM666078";2012;"СІРИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН";1390;1351;1750;"ВА6470ЕР"
"P";"5120681601";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";15.09.2022;12328;"ТСЦ 5149";"OPEL";"VECTRA";"W0L000089M5263070";1991;"ЧОРНИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1998;1255;1675;"ВН8652РР"
"P";"4610137500";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";19.02.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"NISSAN";"JUKE";"SJNFANF15U6229780";2012;"БІЛИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";1618;1225;1675;"ВС3399ЕТ"
"P";"3210600000";"440";"ПЕРЕРЕЄСТРАЦIЯ ПРИ ВТРАТІ СВIДОЦТВА ПРО РЕЄСТРАЦIЮ";29.11.2022;12286;"ТСЦ 3247";"AUDI";"Q7";"WAUZZZ4L17D065641";2007;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";4163;2463;3065;"АІ7884МЕ"
"P";"1824481601";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";05.02.2022;12285;"ТСЦ 3246";"VOLKSWAGEN";"POLO";"WVWZZZ6RZCY171660";2012;"СІРИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1390;1278;1620;"АІ7489ОО"
"P";"8036300000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";16.02.2022;12292;"ТСЦ 8043";"MERCEDES-BENZ";"E 250 CGI";"WDD2074471F110565";2011;"БІЛИЙ";"ЛЕГКОВИЙ";"КАБРІОЛЕТ";"ЗАГАЛЬНИЙ";"БЕНЗИН";1796;1560;2030;"КА7525НХ"
"P";"8036400000";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";26.08.2022;12378;"ТСЦ 7142";"VOLKSWAGEN";"CADDY";"WV1ZZZ2KZ7X025850";2006;"СІРИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1968;1414;2205;"СА5326ІР"
"P";"4825482801";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";13.06.2022;12316;"ТСЦ 4842";"ВАЗ";"210990-20";"Y6D21099060025479";2006;"БІЛИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1498;970;1385;"ВЕ1134КО"
"P";"2310137200";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";05.02.2022;13960;"ТСЦ 8048";"LEXUS";"GS 350";"JTHCE96S170006250";2007;"БІЛИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";3456;1650;2050;"КА6396НХ"
"P";"2310137500";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";22.02.2022;12245;"ТСЦ 1246";"MITSUBISHI";"LANCER";"JMBSNCS3A8U001630";2008;"ЧОРНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1584;1205;1705;"АЕ8662ТН"
"P";"2310136300";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";25.10.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"VOLKSWAGEN";"TOUAREG";"WVGZZZ7PZCD001186";2011;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2967;2074;2580;"АР0181ІЕ"
"P";"6120487003";"230";"ВИДАЧА СВ. ПРО РЕЄСТР ДЛЯ ПОЇЗДКИ ЗА КОРДОН";30.12.2022;12337;"ТСЦ 5641";"MERCEDES-BENZ";"SPRINTER 316 CDI";"WDB6013671P421286";2004;"БІЛИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2685;2040;3500;"ВО8817ЕІ"
